,,,,,,,
"Cash receipts by commodity, state ranking, 2020
Nominal (current dollars)",,,,,,,
,,,,,,,
Crops,,,,,,,
,,,,,,,
Rank,State,State receipts for Crops,Share of U.S. receipts for Crops,Cumulative share of U.S. receipts for Crops,State receipts for all commodities,Share of State receipts for all commodities,Share of U.S. receipts for all commodities
,,"$1,000",Percent,Percent,"$1,000",Percent,Percent
,United States,"197,576,740",,,"362,574,693",54.5,
,,,,,,,
1,California,"37,011,151",18.7,18.7,"49,088,984",75.4,10.2
2,Iowa,"13,658,188",6.9,25.6,"26,235,978",52.1,3.8
3,Illinois,"13,350,484",6.8,32.4,"15,860,171",84.2,3.7
4,Nebraska,"10,196,896",5.2,37.6,"21,096,072",48.3,2.8
5,Minnesota,"9,319,421",4.7,42.3,"16,660,107",55.9,2.6
6,Kansas,"7,815,654",4.0,46.2,"17,394,457",44.9,2.2
7,Washington,"7,130,730",3.6,49.8,"9,863,611",72.3,2.0
8,Indiana,"7,084,466",3.6,53.4,"10,729,481",66.0,2.0
9,North Dakota,"6,220,985",3.1,56.6,"7,338,774",84.8,1.7
10,Texas,"6,097,668",3.1,59.7,"20,226,134",30.1,1.7
11,Florida,"5,946,818",3.0,62.7,"7,406,998",80.3,1.6
12,Missouri,"5,737,016",2.9,65.6,"9,721,127",59.0,1.6
13,Ohio,"5,255,238",2.7,68.2,"8,676,740",60.6,1.4
14,South Dakota,"4,811,684",2.4,70.7,"8,784,309",54.8,1.3
15,Michigan,"4,329,837",2.2,72.9,"7,583,011",57.1,1.2
16,Arkansas,"3,969,926",2.0,74.9,"8,209,927",48.4,1.1
17,Wisconsin,"3,635,292",1.8,76.7,"11,382,896",31.9,1.0
18,Oregon,"3,541,385",1.8,78.5,"5,047,977",70.2,1.0
19,North Carolina,"3,461,579",1.8,80.3,"10,072,994",34.4,1.0
20,Idaho,"3,364,723",1.7,82.0,"8,112,892",41.5,0.9
21,Georgia,"3,319,783",1.7,83.6,"7,734,378",42.9,0.9
22,Pennsylvania,"2,627,825",1.3,85.0,"6,628,968",39.6,0.7
23,Kentucky,"2,480,031",1.3,86.2,"5,257,009",47.2,0.7
24,Tennessee,"2,434,103",1.2,87.5,"3,668,845",66.3,0.7
25,Mississippi,"2,401,932",1.2,88.7,"4,842,273",49.6,0.7
26,Arizona,"2,285,025",1.2,89.8,"3,856,787",59.2,0.6
27,Louisiana,"2,229,175",1.1,91.0,"3,161,248",70.5,0.6
28,Montana,"2,183,073",1.1,92.1,"3,698,728",59.0,0.6
29,Colorado,"2,137,808",1.1,93.1,"7,280,961",29.4,0.6
30,New York,"2,070,969",1.0,94.2,"5,332,564",38.8,0.6
31,Oklahoma,"1,555,910",0.8,95.0,"6,220,489",25.0,0.4
32,Virginia,"1,338,450",0.7,95.7,"3,344,997",40.0,0.4
33,Alabama,"1,247,880",0.6,96.3,"4,680,186",26.7,0.3
34,New Jersey,"1,146,218",0.6,96.9,"1,267,237",90.5,0.3
35,South Carolina,"1,069,270",0.5,97.4,"2,105,382",50.8,0.3
36,Maryland,"976,319",0.5,97.9,"2,034,670",48.0,0.3
37,New Mexico,"629,356",0.3,98.2,"2,999,117",21.0,0.2
38,Utah,"538,742",0.3,98.5,"1,786,838",30.2,0.1
39,Wyoming,"423,311",0.2,98.7,"1,523,398",27.8,0.1
40,Connecticut,"405,320",0.2,98.9,"572,765",70.8,0.1
41,Maine,"399,620",0.2,99.1,"694,096",57.6,0.1
42,Hawaii,"379,199",0.2,99.3,"532,561",71.2,0.1
43,Massachusetts,"361,335",0.2,99.5,"463,329",78.0,0.1
44,Delaware,"314,430",0.2,99.7,"1,068,321",29.4,0.1
45,Nevada,"193,740",0.1,99.8,"668,594",29.0,0.1
46,Vermont,"165,972",0.1,99.8,"728,089",22.8,0.0
47,West Virginia,"157,359",0.1,99.9,"633,497",24.8,0.0
48,New Hampshire,"98,295",0.0,100.0,"198,890",49.4,0.0
49,Rhode Island,"37,037",0.0,100.0,"59,236",62.5,0.0
50,Alaska,"30,110",0.0,100.0,"38,598",78.0,0.0
"Footnotes
Data as of December 1, 2021
NA = Data are not available/applicable.
Values are rounded to the nearest thousand. When 'Real (2021 dollars)' is selected, nominal values are adjusted for inflation using the U.S. Bureau of Economic Analysis Gross Domestic Product Price Index (BEA API series code: A191RG) rebased to 2021 by USDA, Economic Research Service.
",,,,,,,
,,,,,,,
USDA/ERS Farm Income and Wealth Statistics,,,,,,,
