,,,,,,,
"Cash receipts by commodity, state ranking, 2016
Nominal (current dollars)",,,,,,,
,,,,,,,
Crops,,,,,,,
,,,,,,,
Rank,State,State receipts for Crops,Share of U.S. receipts for Crops,Cumulative share of U.S. receipts for Crops,State receipts for all commodities,Share of State receipts for all commodities,Share of U.S. receipts for all commodities
,,"$1,000",Percent,Percent,"$1,000",Percent,Percent
,United States,"195,751,261",,,"358,481,924",54.6,
,,,,,,,
1,California,"37,047,619",18.9,18.9,"47,528,364",77.9,10.3
2,Iowa,"14,701,512",7.5,26.4,"26,930,536",54.6,4.1
3,Illinois,"13,947,773",7.1,33.6,"16,255,369",85.8,3.9
4,Minnesota,"9,916,357",5.1,38.6,"17,069,796",58.1,2.8
5,Nebraska,"9,409,378",4.8,43.4,"21,538,793",43.7,2.6
6,Washington,"7,088,673",3.6,47.1,"9,509,590",74.5,2.0
7,Texas,"7,081,843",3.6,50.7,"20,252,874",35.0,2.0
8,North Dakota,"7,035,167",3.6,54.3,"8,128,899",86.5,2.0
9,Indiana,"6,684,519",3.4,57.7,"10,139,744",65.9,1.9
10,Kansas,"6,498,248",3.3,61.0,"15,473,697",42.0,1.8
11,Florida,"6,120,959",3.1,64.1,"7,719,542",79.3,1.7
12,South Dakota,"5,703,015",2.9,67.0,"9,344,555",61.0,1.6
13,Ohio,"5,290,365",2.7,69.7,"8,333,682",63.5,1.5
14,Missouri,"4,744,284",2.4,72.2,"8,875,413",53.5,1.3
15,Michigan,"4,534,452",2.3,74.5,"7,439,865",60.9,1.3
16,Wisconsin,"3,572,887",1.8,76.3,"10,736,456",33.3,1.0
17,Arkansas,"3,462,318",1.8,78.1,"8,185,350",42.3,1.0
18,North Carolina,"3,348,579",1.7,79.8,"10,534,272",31.8,0.9
19,Oregon,"3,309,270",1.7,81.5,"4,785,072",69.2,0.9
20,Georgia,"3,188,910",1.6,83.1,"8,545,787",37.3,0.9
21,Idaho,"2,949,816",1.5,84.6,"7,230,192",40.8,0.8
22,Pennsylvania,"2,562,154",1.3,85.9,"6,389,836",40.1,0.7
23,Kentucky,"2,500,528",1.3,87.2,"5,422,600",46.1,0.7
24,Arizona,"2,388,861",1.2,88.4,"3,910,261",61.1,0.7
25,Mississippi,"2,163,246",1.1,89.5,"5,150,415",42.0,0.6
26,Colorado,"2,085,996",1.1,90.6,"6,305,083",33.1,0.6
27,Montana,"2,031,326",1.0,91.6,"3,648,747",55.7,0.6
28,New York,"2,018,209",1.0,92.7,"5,051,478",40.0,0.6
29,Tennessee,"1,989,643",1.0,93.7,"3,317,369",60.0,0.6
30,Louisiana,"1,778,998",0.9,94.6,"2,826,192",62.9,0.5
31,Oklahoma,"1,320,511",0.7,95.3,"6,174,991",21.4,0.4
32,Virginia,"1,212,477",0.6,95.9,"3,419,361",35.5,0.3
33,Alabama,"1,111,311",0.6,96.4,"4,995,718",22.2,0.3
34,New Jersey,"1,007,490",0.5,97.0,"1,119,134",90.0,0.3
35,Maryland,"910,861",0.5,97.4,"2,135,709",42.6,0.3
36,South Carolina,"893,129",0.5,97.9,"2,150,283",41.5,0.2
37,New Mexico,"759,212",0.4,98.3,"2,923,336",26.0,0.2
38,Hawaii,"498,396",0.3,98.5,"651,284",76.5,0.1
39,Utah,"441,325",0.2,98.8,"1,679,612",26.3,0.1
40,Connecticut,"423,680",0.2,99.0,"585,938",72.3,0.1
41,Maine,"388,365",0.2,99.2,"664,321",58.5,0.1
42,Wyoming,"337,449",0.2,99.3,"1,402,317",24.1,0.1
43,Massachusetts,"323,574",0.2,99.5,"432,312",74.8,0.1
44,Delaware,"288,277",0.1,99.7,"1,210,530",23.8,0.1
45,Vermont,"193,208",0.1,99.8,"756,363",25.5,0.1
46,Nevada,"151,322",0.1,99.8,"582,282",26.0,0.0
47,West Virginia,"146,937",0.1,99.9,"694,778",21.1,0.0
48,New Hampshire,"119,654",0.1,100.0,"224,954",53.2,0.0
49,Rhode Island,"42,960",0.0,100.0,"66,291",64.8,0.0
50,Alaska,"26,217",0.0,100.0,"32,581",80.5,0.0
"Footnotes
Data as of December 1, 2021
NA = Data are not available/applicable.
Values are rounded to the nearest thousand. When 'Real (2021 dollars)' is selected, nominal values are adjusted for inflation using the U.S. Bureau of Economic Analysis Gross Domestic Product Price Index (BEA API series code: A191RG) rebased to 2021 by USDA, Economic Research Service.
",,,,,,,
,,,,,,,
USDA/ERS Farm Income and Wealth Statistics,,,,,,,
